Log_ID,Times,VLan_ID,Department,Device_Type,Protocol,Bandwidth,Packet_Loss_Percent,Downtime_Minutes,Threat_Flag,Location
3805,2026-10-10 07:55:24,VLan20,Finance,Router,DNS,541,4.63,7,NO,TAKORADI
3806,2026-01-21 01:31:55,VLan30,IT,Desktop,HTTPS,788,0.39,14,NO,ACCRA
3807,2026-08-08 01:59:46,VLan40,Sales,Router,DNS,475,4.21,0,NO,ACCRA
3808,2026-08-02 13:56:04,VLan40,Sales,Server,HTTPS,110,3.02,4,NO,ACCRA
3809,2026-03-31 23:41:22,VLan40,Sales,Mobile,HTTP,367,4.2,9,NO,KUMASI
3810,2026-10-18 11:03:45,VLan10,HR,Laptop,SMTP,264,3.37,10,NO,TAKORADI
3811,2026-05-31 02:28:48,VLan20,Finance,Laptop,DNS,183,0.49,0,NO,TAKORADI
3812,2026-02-20 09:40:06,VLan40,Sales,Mobile,HTTPS,178,2.67,7,NO,ACCRA
3813,2026-04-24 12:14:36,VLan30,IT,Router,DNS,792,2.37,0,NO,Tamale
3814,2026-04-23 04:20:38,VLan20,Finance,Desktop,FTP,377,2.68,11,NO,TEMA
3815,2026-03-02 16:43:26,VLan20,Finance,Laptop,HTTP,328,1.81,15,NO,ACCRA
3816,2026-03-24 03:01:00,VLan10,HR,Mobile,SSH,415,4.66,13,NO,KUMASI
3817,2026-12-21 22:30:52,VLan40,Sales,Server,SMTP,655,4.57,14,NO,ACCRA
3818,2026-12-16 07:23:44,VLan20,Finance,Desktop,SSH,198,0.8,10,NO,TEMA
3819,2026-07-05 00:11:11,VLan40,Sales,Desktop,SMTP,192,4.14,14,NO,KUMASI
3820,2026-03-02 08:45:13,VLan20,Finance,Router,HTTPS,244,0.6,1,NO,Tamale
3821,2026-01-21 03:41:04,VLan40,Sales,Router,HTTPS,292,3,1,NO,KUMASI
3822,2026-10-17 15:27:52,VLan30,IT,Laptop,HTTPS,737,4.71,1,NO,ACCRA
3823,2026-04-06 19:17:54,VLan20,Finance,Router,DNS,253,3.63,5,NO,TAKORADI
3824,2026-11-06 06:50:01,VLan40,Sales,Desktop,HTTPS,508,4.03,13,NO,TEMA
3825,2026-05-05 13:17:46,VLan40,Sales,Laptop,SMTP,664,3.22,7,NO,KUMASI
3826,2026-08-28 05:28:17,VLan10,HR,Desktop,SSH,442,4.82,2,NO,KUMASI
3827,2026-12-29 01:14:19,VLan30,IT,Laptop,SSH,956,2.36,5,YES,KUMASI
3828,2026-01-04 08:49:19,VLan20,Finance,Server,SSH,349,4.05,10,NO,KUMASI
3829,2026-03-19 18:35:54,VLan30,IT,Laptop,HTTPS,1068,2.5,12,NO,Tamale
3830,2026-05-14 22:55:20,VLan30,IT,Mobile,FTP,628,2.71,10,NO,ACCRA
3831,2026-09-08 22:29:01,VLan30,IT,Desktop,HTTP,919,4.78,8,NO,Tamale
3832,2026-12-02 09:45:13,VLan30,IT,Laptop,SMTP,960,4.18,10,NO,Tamale
3833,2026-10-08 23:37:41,VLan20,Finance,Desktop,HTTPS,100,3.06,2,NO,ACCRA
3834,2026-01-16 19:53:23,VLan40,Sales,Server,FTP,423,3.19,6,NO,KUMASI
3835,2026-05-22 17:34:26,VLan20,Finance,Desktop,SMTP,187,0.78,8,NO,TEMA
3836,2026-06-21 00:53:20,VLan30,IT,Desktop,HTTPS,722,2.6,12,NO,TEMA
3837,2026-10-18 00:55:42,VLan40,Sales,Server,DNS,508,1.1,7,NO,Tamale
3838,2026-11-23 06:22:59,VLan20,Finance,Server,DNS,592,0.79,11,NO,TEMA
3839,2026-08-25 12:29:30,VLan40,Sales,Laptop,FTP,474,1.1,15,NO,TEMA
3840,2026-08-04 21:55:22,VLan10,HR,Server,HTTPS,413,2.74,11,NO,ACCRA
3841,2026-05-02 21:31:51,VLan10,HR,Server,DNS,247,3.86,10,NO,TEMA
3842,2026-06-24 06:31:18,VLan30,IT,Laptop,SSH,569,4.37,7,NO,Tamale
3843,2026-05-13 20:22:51,VLan20,Finance,Desktop,HTTPS,428,1.79,12,NO,TEMA
3844,2026-07-19 23:47:07,VLan20,Finance,Desktop,HTTP,163,3.18,10,NO,ACCRA
3845,2026-10-18 20:33:40,VLan20,Finance,Mobile,DNS,135,0.78,10,NO,TEMA
3846,2026-04-11 13:00:25,VLan30,IT,Server,HTTPS,905,2.65,9,NO,Tamale
3847,2026-05-27 15:21:26,VLan20,Finance,Laptop,FTP,258,0.21,11,NO,Tamale
3848,2026-04-13 16:10:16,VLan40,Sales,Desktop,HTTPS,486,0.89,3,NO,Tamale
3849,2026-10-04 04:48:41,VLan30,IT,Laptop,HTTPS,953,2.9,15,NO,TEMA
3850,2026-11-08 16:37:13,VLan20,Finance,Mobile,FTP,130,4.45,6,NO,Tamale
3851,2026-08-14 05:53:08,VLan20,Finance,Server,SMTP,530,0.43,13,NO,Tamale
3852,2026-12-04 02:59:24,VLan20,Finance,Server,DNS,400,1.96,9,NO,TEMA
3853,2026-01-22 01:17:38,VLan20,Finance,Mobile,SSH,493,4.59,2,NO,TAKORADI
3854,2026-11-13 00:50:48,VLan40,Sales,Desktop,HTTP,545,0.04,5,NO,KUMASI
3855,2026-11-22 23:26:45,VLan40,Sales,Mobile,HTTP,200,0.52,5,NO,TAKORADI
3856,2026-02-09 02:42:14,VLan40,Sales,Router,HTTP,617,3.18,10,NO,TEMA
3857,2026-08-05 16:01:34,VLan40,Sales,Router,SMTP,687,4.9,15,NO,TAKORADI
3858,2026-09-27 00:17:26,VLan40,Sales,Laptop,FTP,366,3.95,10,NO,Tamale
3859,2026-03-08 17:03:58,VLan40,Sales,Router,HTTPS,435,3.16,12,NO,TEMA
3860,2026-12-17 05:20:00,VLan10,HR,Router,SSH,363,3.76,3,NO,Tamale
3861,2026-04-01 05:50:23,VLan10,HR,Router,DNS,593,2.2,14,NO,Tamale
3862,2026-11-23 04:30:51,VLan30,IT,Desktop,SMTP,968,1.22,4,NO,ACCRA
3863,2026-10-04 10:10:30,VLan20,Finance,Server,DNS,454,3.31,4,NO,Tamale
3864,2026-06-01 05:31:58,VLan20,Finance,Laptop,DNS,324,2.27,13,NO,TEMA
3865,2026-10-29 06:43:15,VLan40,Sales,Server,HTTP,395,4.84,3,NO,ACCRA
3866,2026-07-21 00:48:10,VLan10,HR,Server,SSH,124,1.72,9,NO,ACCRA
3867,2026-10-29 15:36:14,VLan40,Sales,Desktop,DNS,577,4.88,9,NO,TEMA
3868,2026-12-23 09:14:46,VLan30,IT,Mobile,SMTP,1060,4.35,13,NO,Tamale
3869,2026-11-26 21:51:00,VLan40,Sales,Server,FTP,504,0.09,7,NO,Tamale
3870,2026-03-14 16:05:47,VLan10,HR,Server,DNS,656,2.8,0,NO,TAKORADI
3871,2026-05-14 00:35:51,VLan40,Sales,Router,DNS,467,2.17,9,NO,TAKORADI
3872,2026-06-23 17:47:04,VLan40,Sales,Router,DNS,178,0.36,15,NO,TEMA
3873,2026-11-18 17:31:38,VLan30,IT,Router,DNS,1065,3.7,11,NO,KUMASI
3874,2026-08-22 12:19:13,VLan20,Finance,Mobile,SMTP,431,4.63,8,NO,TEMA
3875,2026-04-28 04:25:20,VLan20,Finance,Laptop,DNS,352,0.68,15,NO,Tamale
3876,2026-06-25 11:23:08,VLan10,HR,Laptop,SMTP,662,4.37,6,NO,ACCRA
3877,2026-09-15 03:42:49,VLan10,HR,Desktop,DNS,643,1.47,8,NO,KUMASI
3878,2026-08-27 16:09:46,VLan20,Finance,Router,SSH,439,1.05,7,NO,TEMA
3879,2026-08-06 20:02:56,VLan10,HR,Desktop,SMTP,223,2.37,8,NO,TAKORADI
3880,2026-11-11 19:00:54,VLan10,HR,Server,HTTPS,238,3.89,1,NO,KUMASI
3881,2026-07-23 04:10:37,VLan40,Sales,Mobile,DNS,632,0.21,12,NO,Tamale
3882,2026-07-02 09:59:42,VLan40,Sales,Laptop,DNS,582,4.67,12,NO,KUMASI
3883,2026-01-30 13:51:42,VLan10,HR,Mobile,HTTP,658,1.67,12,NO,ACCRA
3884,2026-08-02 07:47:38,VLan20,Finance,Desktop,SSH,459,4.71,13,NO,KUMASI
3885,2026-05-12 21:37:31,VLan10,HR,Desktop,SMTP,473,2.83,14,NO,Tamale
3886,2026-11-12 04:04:18,VLan40,Sales,Router,SSH,329,3.73,8,NO,ACCRA
3887,2026-11-18 15:06:44,VLan40,Sales,Desktop,FTP,334,0.87,4,NO,TEMA
3888,2026-06-23 13:54:22,VLan40,Sales,Desktop,FTP,396,2.08,2,NO,Tamale
3889,2026-01-13 12:03:45,VLan40,Sales,Mobile,HTTPS,660,0.62,10,NO,TEMA
3890,2026-05-01 02:47:31,VLan10,HR,Mobile,FTP,410,2.93,11,NO,KUMASI
3891,2026-06-07 19:54:20,VLan10,HR,Desktop,HTTP,315,4.08,5,NO,KUMASI
3892,2026-07-17 08:23:08,VLan20,Finance,Router,HTTPS,438,0.94,6,NO,Tamale
3893,2026-01-22 01:19:16,VLan20,Finance,Router,FTP,489,4.72,1,NO,ACCRA
3894,2026-04-17 15:15:03,VLan30,IT,Router,SSH,1037,2.93,8,YES,TAKORADI
3895,2026-12-03 04:14:06,VLan40,Sales,Desktop,SSH,198,3.76,10,NO,TAKORADI
3896,2026-06-07 02:50:40,VLan20,Finance,Desktop,SSH,503,2.38,9,NO,ACCRA
3897,2026-08-17 05:10:05,VLan20,Finance,Mobile,DNS,335,0.53,13,NO,ACCRA
3898,2026-10-21 11:50:56,VLan30,IT,Laptop,SSH,989,3.72,15,YES,ACCRA
3899,2026-03-01 00:32:12,VLan30,IT,Router,HTTP,1013,3.23,1,NO,TEMA
3900,2026-05-17 22:37:54,VLan10,HR,Laptop,SSH,325,1.9,4,NO,Tamale
3901,2026-09-22 21:58:43,VLan20,Finance,Router,SMTP,249,2.84,13,NO,TEMA
3902,2026-09-29 01:32:15,VLan10,HR,Server,DNS,239,2.48,9,NO,ACCRA
3903,2026-06-19 08:17:57,VLan40,Sales,Server,HTTP,386,4.09,12,NO,TEMA
3904,2026-04-25 08:27:18,VLan20,Finance,Server,SMTP,559,2.96,10,NO,TEMA
3905,2026-09-10 07:07:20,VLan10,HR,Mobile,HTTP,519,1.4,6,NO,Tamale
3906,2026-08-10 20:36:37,VLan30,IT,Server,FTP,1001,1.59,6,YES,ACCRA
3907,2026-01-11 17:38:35,VLan20,Finance,Router,HTTPS,198,2.69,4,NO,ACCRA
3908,2026-05-25 22:31:24,VLan10,HR,Router,HTTPS,102,0.05,6,NO,KUMASI
3909,2026-06-15 13:07:11,VLan20,Finance,Mobile,SMTP,137,2.55,15,NO,TAKORADI
3910,2026-10-04 15:34:11,VLan10,HR,Desktop,HTTP,184,4.33,3,NO,TAKORADI
3911,2026-11-20 20:58:50,VLan40,Sales,Desktop,HTTPS,111,3.26,14,NO,KUMASI
3912,2026-10-01 23:14:06,VLan20,Finance,Router,SMTP,131,1.4,10,NO,TAKORADI
3913,2026-11-29 18:27:45,VLan20,Finance,Router,FTP,417,4.45,15,NO,TAKORADI
3914,2026-12-26 07:47:05,VLan30,IT,Desktop,SSH,937,0.15,5,YES,TEMA
3915,2026-11-05 17:20:40,VLan10,HR,Laptop,SMTP,688,2.9,15,NO,TAKORADI
3916,2026-09-11 06:38:29,VLan30,IT,Desktop,HTTP,1012,0.23,10,NO,TAKORADI
3917,2026-04-03 05:22:36,VLan30,IT,Server,FTP,1171,4.04,15,YES,Tamale
3918,2026-02-24 15:02:52,VLan20,Finance,Server,SSH,308,0.72,4,NO,KUMASI
3919,2026-12-27 01:33:28,VLan10,HR,Router,DNS,230,2.16,7,NO,TAKORADI
3920,2026-09-06 14:49:14,VLan40,Sales,Mobile,FTP,517,0.3,6,NO,ACCRA
3921,2026-05-11 21:56:06,VLan40,Sales,Laptop,HTTPS,563,0.25,10,NO,Tamale
3922,2026-08-23 07:29:26,VLan20,Finance,Mobile,HTTPS,478,4.16,5,NO,ACCRA
3923,2026-11-27 19:22:20,VLan10,HR,Laptop,HTTPS,526,4.33,10,NO,Tamale
3924,2026-06-20 08:53:55,VLan30,IT,Router,FTP,690,4.35,1,NO,Tamale
3925,2026-04-24 23:12:57,VLan30,IT,Desktop,HTTPS,675,1.43,12,NO,KUMASI
3926,2026-06-14 10:19:02,VLan10,HR,Desktop,HTTPS,510,2.23,3,NO,KUMASI
3927,2026-02-07 15:41:31,VLan10,HR,Server,SMTP,436,1.13,4,NO,ACCRA
3928,2026-01-07 22:08:25,VLan20,Finance,Server,DNS,202,1.01,15,NO,KUMASI
3929,2026-01-12 03:10:36,VLan10,HR,Laptop,SMTP,304,1.37,3,NO,Tamale
3930,2026-06-20 10:17:28,VLan10,HR,Router,SSH,563,3.19,13,NO,Tamale
3931,2026-12-22 13:44:56,VLan30,IT,Laptop,SMTP,1149,1.11,11,NO,ACCRA
3932,2026-05-06 18:35:13,VLan40,Sales,Server,SMTP,451,4.26,3,NO,TAKORADI
3933,2026-04-16 05:49:36,VLan40,Sales,Server,HTTPS,468,4.25,11,NO,KUMASI
3934,2026-10-17 23:01:45,VLan20,Finance,Mobile,DNS,565,3.16,1,NO,KUMASI
3935,2026-02-13 15:56:23,VLan20,Finance,Desktop,HTTP,138,3.95,13,NO,Tamale
3936,2026-12-14 06:34:37,VLan10,HR,Mobile,SSH,197,3.68,10,NO,Tamale
3937,2026-06-28 18:29:18,VLan20,Finance,Router,HTTP,365,1.91,15,NO,KUMASI
3938,2026-10-23 12:20:08,VLan30,IT,Server,HTTPS,687,1.26,0,NO,TEMA
3939,2026-09-28 20:55:07,VLan10,HR,Server,SSH,222,4.68,11,NO,TEMA
3940,2026-03-19 20:51:34,VLan40,Sales,Desktop,HTTP,397,2.89,3,NO,ACCRA
3941,2026-01-06 13:05:56,VLan20,Finance,Mobile,HTTPS,155,3.58,3,NO,TEMA
3942,2026-11-19 14:32:50,VLan30,IT,Server,HTTP,1000,0.81,15,NO,ACCRA
3943,2026-05-07 05:28:24,VLan20,Finance,Laptop,SMTP,680,3.16,9,NO,TEMA
3944,2026-09-26 14:58:39,VLan10,HR,Mobile,HTTP,685,0.74,5,NO,KUMASI
3945,2026-06-09 07:01:11,VLan20,Finance,Router,HTTPS,580,4.91,12,NO,TAKORADI
3946,2026-10-14 18:53:56,VLan10,HR,Server,HTTP,534,4.2,9,NO,Tamale
3947,2026-05-23 03:19:32,VLan20,Finance,Laptop,DNS,475,0.4,2,NO,TAKORADI
3948,2026-12-29 21:27:20,VLan40,Sales,Laptop,HTTP,597,3.52,4,NO,TEMA
3949,2026-01-17 06:58:22,VLan30,IT,Router,FTP,1067,2.36,4,YES,KUMASI
3950,2026-05-29 02:03:20,VLan30,IT,Desktop,HTTPS,541,4.02,7,NO,ACCRA
3951,2026-05-21 22:51:52,VLan30,IT,Server,SSH,1145,1.35,5,YES,TEMA
3952,2026-05-31 02:33:49,VLan40,Sales,Desktop,HTTPS,125,1.77,2,NO,KUMASI
3953,2026-11-15 12:34:41,VLan20,Finance,Server,DNS,524,0.57,3,NO,KUMASI
3954,2026-10-28 05:05:04,VLan20,Finance,Mobile,HTTP,688,1.57,1,NO,TEMA
3955,2026-06-30 22:59:17,VLan10,HR,Router,HTTP,143,4.72,1,NO,KUMASI
3956,2026-10-25 10:03:39,VLan30,IT,Desktop,FTP,1012,3.22,13,YES,TAKORADI
3957,2026-09-07 08:59:06,VLan40,Sales,Desktop,HTTPS,514,2.55,4,NO,TAKORADI
3958,2026-07-28 07:13:25,VLan40,Sales,Mobile,HTTPS,648,4.6,6,NO,KUMASI
3959,2026-01-09 13:24:41,VLan40,Sales,Server,FTP,188,4.08,15,NO,KUMASI
3960,2026-03-20 10:54:00,VLan30,IT,Mobile,HTTP,904,4.16,14,NO,TEMA
3961,2026-08-04 12:47:14,VLan40,Sales,Mobile,HTTPS,186,4.69,7,NO,KUMASI
3962,2026-11-07 13:48:49,VLan30,IT,Router,SMTP,1183,4.52,2,NO,ACCRA
3963,2026-07-24 03:26:28,VLan40,Sales,Server,SSH,434,4.91,5,NO,KUMASI
3964,2026-03-28 05:32:53,VLan30,IT,Laptop,HTTP,1044,1.13,3,NO,TAKORADI
3965,2026-12-31 12:30:41,VLan30,IT,Server,HTTPS,882,2.53,14,NO,Tamale
3966,2026-04-02 22:03:07,VLan40,Sales,Router,HTTP,476,4.83,12,NO,TEMA
3967,2026-05-02 14:18:22,VLan20,Finance,Desktop,HTTP,133,2.62,12,NO,TEMA
3968,2026-11-13 16:36:33,VLan20,Finance,Laptop,DNS,124,0.51,6,NO,KUMASI
3969,2026-11-12 00:42:38,VLan10,HR,Mobile,HTTP,191,1.84,9,NO,Tamale
3970,2026-09-29 20:43:48,VLan10,HR,Desktop,HTTPS,374,1.27,12,NO,Tamale
3971,2026-12-22 05:43:38,VLan40,Sales,Router,HTTP,312,2.98,6,NO,TAKORADI
3972,2026-12-17 03:44:35,VLan10,HR,Desktop,SSH,440,4.21,2,NO,KUMASI
3973,2026-12-14 10:18:33,VLan20,Finance,Mobile,SSH,230,3.23,8,NO,TEMA
3974,2026-10-19 08:13:01,VLan10,HR,Laptop,SSH,521,0.19,9,NO,Tamale
3975,2026-10-09 05:53:18,VLan30,IT,Desktop,HTTPS,1145,0.66,4,NO,Tamale
3976,2026-02-13 06:58:35,VLan30,IT,Laptop,FTP,816,4.11,2,NO,TAKORADI
3977,2026-09-14 18:41:23,VLan30,IT,Desktop,HTTPS,1073,0.56,11,NO,KUMASI
3978,2026-06-07 16:59:36,VLan30,IT,Router,SSH,764,4.44,7,NO,Tamale
3979,2026-10-12 14:00:56,VLan10,HR,Server,DNS,306,4.57,12,NO,TAKORADI
3980,2026-01-28 21:49:39,VLan10,HR,Laptop,FTP,267,1.66,15,NO,Tamale
3981,2026-04-01 12:31:50,VLan30,IT,Server,FTP,827,2.24,8,NO,ACCRA
3982,2026-04-04 07:39:33,VLan20,Finance,Desktop,SSH,534,3.79,7,NO,ACCRA
3983,2026-08-19 11:49:59,VLan30,IT,Router,HTTP,854,0.49,3,NO,ACCRA
3984,2026-10-12 20:37:44,VLan20,Finance,Server,HTTPS,553,3.39,12,NO,ACCRA
3985,2026-07-07 16:55:55,VLan30,IT,Router,HTTPS,712,2.84,12,NO,ACCRA
3986,2026-09-07 03:50:11,VLan30,IT,Desktop,DNS,1073,2.24,6,NO,KUMASI
3987,2026-04-01 10:25:30,VLan10,HR,Server,HTTP,486,1.9,15,NO,TEMA
3988,2026-07-13 10:42:28,VLan20,Finance,Laptop,FTP,151,2.4,14,NO,KUMASI
3989,2026-09-19 22:21:57,VLan10,HR,Mobile,HTTPS,133,2.73,10,NO,ACCRA
3990,2026-05-05 06:24:52,VLan20,Finance,Desktop,HTTP,463,2.62,5,NO,KUMASI
3991,2026-02-23 10:46:14,VLan10,HR,Mobile,DNS,116,2.42,1,NO,KUMASI
3992,2026-11-27 08:48:30,VLan20,Finance,Router,SSH,401,3.62,14,NO,TAKORADI
3993,2026-04-09 16:54:40,VLan10,HR,Desktop,FTP,272,2.2,2,NO,TAKORADI
3994,2026-01-27 08:07:44,VLan20,Finance,Router,SSH,465,0.13,12,NO,TAKORADI
3995,2026-04-16 20:45:50,VLan30,IT,Server,HTTP,1155,4.63,5,NO,Tamale
3996,2026-11-27 23:48:40,VLan40,Sales,Router,HTTPS,316,0.31,14,NO,ACCRA
3997,2026-05-28 10:51:02,VLan20,Finance,Mobile,HTTPS,320,3.82,15,NO,TAKORADI
3998,2026-02-07 17:16:18,VLan40,Sales,Mobile,HTTP,295,4.22,2,NO,KUMASI
3999,2026-06-01 10:37:03,VLan40,Sales,Router,DNS,515,0.65,11,NO,KUMASI
4000,2026-02-26 07:27:03,VLan40,Sales,Desktop,SSH,459,2.79,2,NO,KUMASI
4001,2026-06-23 07:26:09,VLan40,Sales,Router,DNS,179,3.54,2,NO,TAKORADI
4002,2026-11-03 20:28:50,VLan30,IT,Mobile,HTTP,691,3.75,4,NO,Tamale
4003,2026-09-15 18:34:53,VLan30,IT,Server,SMTP,853,1.47,8,NO,KUMASI
4004,2026-11-19 16:28:37,VLan20,Finance,Router,SSH,561,3.63,4,NO,ACCRA
4005,2026-05-19 04:16:03,VLan30,IT,Server,DNS,1013,4.34,11,NO,ACCRA
4006,2026-08-01 18:44:42,VLan20,Finance,Desktop,SSH,141,4.66,3,NO,KUMASI
4007,2026-06-17 05:39:16,VLan30,IT,Mobile,HTTPS,1191,0.47,8,NO,TEMA
4008,2026-06-28 04:03:09,VLan10,HR,Laptop,DNS,533,2.83,9,NO,TEMA
4009,2026-10-25 06:51:26,VLan30,IT,Desktop,FTP,955,3.7,4,YES,Tamale
4010,2026-04-11 01:02:52,VLan10,HR,Router,FTP,129,1.85,15,NO,Tamale
4011,2026-12-14 15:03:43,VLan10,HR,Router,HTTPS,131,4.95,6,NO,TAKORADI
4012,2026-04-16 16:36:37,VLan10,HR,Laptop,SSH,452,3.75,13,NO,ACCRA
4013,2026-12-28 20:51:58,VLan30,IT,Router,SMTP,729,2.51,9,NO,KUMASI
4014,2026-02-03 15:02:37,VLan30,IT,Router,HTTP,765,3.74,4,NO,TAKORADI
4015,2026-05-30 19:48:11,VLan40,Sales,Laptop,FTP,434,0.49,12,NO,TEMA
4016,2026-02-28 20:24:26,VLan30,IT,Laptop,HTTP,986,1.2,14,NO,TEMA
4017,2026-09-10 12:45:43,VLan10,HR,Mobile,HTTPS,347,4.73,9,NO,KUMASI
4018,2026-03-02 23:43:11,VLan20,Finance,Laptop,HTTP,497,1.8,13,NO,KUMASI
4019,2026-08-14 22:30:36,VLan20,Finance,Server,HTTP,507,0.87,10,NO,Tamale
4020,2026-06-14 15:26:29,VLan30,IT,Laptop,SMTP,666,3.08,12,NO,TEMA
4021,2026-08-05 02:26:02,VLan30,IT,Desktop,DNS,630,3.89,11,NO,KUMASI
4022,2026-05-17 10:36:44,VLan20,Finance,Desktop,SMTP,408,3.52,11,NO,ACCRA
4023,2026-07-26 04:25:16,VLan40,Sales,Router,SSH,428,1.86,10,NO,Tamale
4024,2026-01-14 23:17:05,VLan10,HR,Router,DNS,554,2.85,15,NO,TEMA
4025,2026-11-19 12:10:37,VLan30,IT,Desktop,DNS,898,4.26,11,NO,TEMA
4026,2026-07-27 13:57:39,VLan30,IT,Mobile,DNS,1001,0.96,15,NO,ACCRA
4027,2026-11-02 17:29:42,VLan20,Finance,Server,SSH,499,1.75,14,NO,KUMASI
4028,2026-12-23 04:38:22,VLan20,Finance,Mobile,FTP,387,4.1,9,NO,TAKORADI
4029,2026-02-20 03:11:53,VLan10,HR,Router,HTTP,368,4.12,7,NO,TEMA
4030,2026-10-17 21:32:49,VLan30,IT,Laptop,HTTP,1047,1.28,13,NO,Tamale
4031,2026-07-25 22:26:47,VLan20,Finance,Mobile,HTTPS,626,0.91,3,NO,Tamale
4032,2026-12-23 22:52:45,VLan30,IT,Mobile,SSH,738,2.92,8,NO,TEMA
4033,2026-12-15 09:21:14,VLan10,HR,Mobile,FTP,642,0.67,5,NO,ACCRA
4034,2026-10-04 16:03:36,VLan40,Sales,Laptop,DNS,306,0.45,8,NO,KUMASI
4035,2026-01-03 01:17:11,VLan40,Sales,Mobile,SSH,304,3.53,2,NO,ACCRA
4036,2026-10-21 11:12:13,VLan20,Finance,Desktop,HTTPS,314,3.52,10,NO,Tamale
4037,2026-04-27 09:20:21,VLan40,Sales,Router,HTTP,210,0.41,9,NO,ACCRA
4038,2026-01-11 19:45:49,VLan40,Sales,Laptop,HTTP,263,2.58,13,NO,ACCRA
4039,2026-02-01 18:17:08,VLan40,Sales,Router,HTTPS,585,4.42,0,NO,TEMA
4040,2026-02-18 01:34:21,VLan20,Finance,Mobile,SSH,181,4.92,9,NO,ACCRA
4041,2026-08-20 13:13:34,VLan40,Sales,Laptop,FTP,144,4.42,6,NO,TEMA
4042,2026-07-28 16:07:42,VLan20,Finance,Mobile,HTTPS,648,4.57,5,NO,TEMA
4043,2026-10-15 16:48:01,VLan40,Sales,Desktop,SSH,283,3.6,11,NO,Tamale
4044,2026-11-06 02:46:26,VLan10,HR,Router,HTTP,328,2.9,13,NO,TEMA
4045,2026-01-30 03:21:42,VLan20,Finance,Server,HTTP,331,1.94,9,NO,TAKORADI
4046,2026-11-13 19:09:48,VLan40,Sales,Server,SSH,102,2.64,5,NO,TAKORADI
4047,2026-06-05 04:03:25,VLan30,IT,Laptop,SSH,965,0.38,8,YES,Tamale
4048,2026-11-04 22:55:17,VLan30,IT,Router,SSH,621,0.52,8,NO,TAKORADI
4049,2026-03-05 03:30:27,VLan40,Sales,Laptop,HTTP,476,0.6,7,NO,TEMA
4050,2026-02-19 01:48:09,VLan40,Sales,Mobile,HTTP,397,0.17,15,NO,KUMASI
4051,2026-06-28 15:03:44,VLan40,Sales,Laptop,SSH,297,2.43,10,NO,KUMASI
4052,2026-03-30 18:40:42,VLan10,HR,Mobile,HTTP,519,4.36,3,NO,KUMASI
4053,2026-01-24 17:57:56,VLan20,Finance,Server,SSH,409,1.79,3,NO,TAKORADI
4054,2026-03-28 07:36:41,VLan30,IT,Router,DNS,1137,0.03,9,NO,ACCRA
4055,2026-09-17 18:36:01,VLan30,IT,Router,HTTPS,790,4.16,9,NO,Tamale
4056,2026-09-09 23:52:29,VLan10,HR,Laptop,SSH,180,0.61,13,NO,ACCRA
4057,2026-09-08 15:58:44,VLan20,Finance,Router,SSH,426,1.62,3,NO,Tamale
4058,2026-08-18 23:37:52,VLan40,Sales,Router,SMTP,101,1.71,10,NO,TAKORADI
4059,2026-08-27 12:56:35,VLan40,Sales,Mobile,SMTP,587,3.19,4,NO,ACCRA
4060,2026-02-10 13:03:08,VLan10,HR,Laptop,FTP,447,3.73,10,NO,Tamale
4061,2026-02-12 07:19:55,VLan10,HR,Server,SSH,408,2.4,0,NO,ACCRA
4062,2026-07-13 15:36:38,VLan20,Finance,Laptop,SSH,302,2.3,8,NO,TEMA
4063,2026-12-19 13:44:59,VLan40,Sales,Server,DNS,365,3.47,5,NO,ACCRA
4064,2026-05-19 17:41:39,VLan40,Sales,Server,HTTP,442,3.88,11,NO,KUMASI
4065,2026-02-01 20:46:59,VLan30,IT,Router,FTP,1138,1.6,13,YES,ACCRA
4066,2026-11-08 16:58:55,VLan30,IT,Router,SSH,1032,2.12,15,YES,TEMA
4067,2026-05-06 02:36:50,VLan20,Finance,Server,SSH,321,4.3,6,NO,ACCRA
4068,2026-12-02 23:05:10,VLan30,IT,Mobile,FTP,687,1.3,14,NO,KUMASI
4069,2026-04-20 23:36:52,VLan20,Finance,Server,DNS,471,0.04,2,NO,TAKORADI
4070,2026-12-19 14:06:19,VLan20,Finance,Router,HTTP,596,0.44,10,NO,ACCRA
4071,2026-11-01 11:20:06,VLan20,Finance,Server,DNS,236,4.35,1,NO,TAKORADI
4072,2026-10-25 19:42:01,VLan30,IT,Server,DNS,886,4.01,6,NO,KUMASI
4073,2026-02-05 01:38:48,VLan20,Finance,Mobile,SMTP,612,4.35,3,NO,KUMASI
4074,2026-07-26 14:20:16,VLan40,Sales,Desktop,SMTP,206,4.86,11,NO,ACCRA
4075,2026-10-29 11:22:08,VLan10,HR,Mobile,HTTP,154,4.63,0,NO,TAKORADI
4076,2026-06-21 06:22:29,VLan30,IT,Server,SMTP,568,0.88,0,NO,KUMASI
4077,2026-10-06 12:19:19,VLan30,IT,Router,SSH,647,2.2,8,NO,ACCRA
4078,2026-10-30 21:44:28,VLan10,HR,Desktop,SSH,349,4.82,11,NO,TEMA
4079,2026-01-15 06:13:54,VLan30,IT,Desktop,DNS,1102,2.72,7,NO,TEMA
4080,2026-06-02 09:23:30,VLan20,Finance,Mobile,SMTP,129,4.44,1,NO,ACCRA
4081,2026-05-25 08:18:33,VLan10,HR,Desktop,DNS,389,1.07,15,NO,ACCRA
